,,,,,,,,,venue Chennai,,,,,
Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
(Kolkata Knight Riders),,,,,,,,,,,,,,
TU Deshpande,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
AB Dinda,2008-2016,13,-,-,-,-,-,-,-,-,-,-,-,-
"(Kolkata Knight Riders, Pune Warriors, Rising Pune Supergiants, Royal Challengers Bangalore)",,,,,,,,,,,,,,
NT Ellis,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
(Punjab Kings),,,,,,,,,,,,,,
CRD Fernando,2008-2010,2,-,-,-,-,-,-,-,-,-,-,-,-
(Mumbai Indians),,,,,,,,,,,,,,
MS Gony,2008-2010,2,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
HF Gurney,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
RJ Harris,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab),,,,,,,,,,,,,,
PW Hasaranga,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,-
(Royal Challengers Bangalore),,,,,,,,,,,,,,
JW Hastings,2016-2016,2,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
JR Hazlewood,2022-2025,2,-,-,-,-,-,-,-,-,-,-,-,-
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
BE Hendricks,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab),,,,,,,,,,,,,,
BW Hilfenhaus,2012-2014,2,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
Imran Tahir,2015-2019,3,-,-,-,-,-,-,-,-,-,-,-,-
"(Chennai Super Kings, Delhi Daredevils, Rising Pune Supergiant)",,,,,,,,,,,,,,
SB Jakati,2011-2012,2,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
Jaskaran Singh,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
(Deccan Chargers),,,,,,,,,,,,,,
CJ Jordan,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-
(Royal Challengers Bangalore),,,,,,,,,,,,,,
AS Joseph,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,-
(Gujarat Titans),,,,,,,,,,,,,,
S Joseph,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
(Lucknow Super Giants),,,,,,,,,,,,,,
S Randiv,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
S Kaul,2018-2019,3,-,-,-,-,-,-,-,-,-,-,-,-
(Sunrisers Hyderabad),,,,,,,,,,,,,,
S Kaushik,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-
(Gujarat Lions),,,,,,,,,,,,,,
JM Kemp,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
K Khejroliya,2018-2023,2,-,-,-,-,-,-,-,-,-,-,-,-
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,
DS Kulkarni,2008-2017,3,-,-,-,-,-,-,-,-,-,-,-,-
"(Gujarat Lions, Mumbai Indians)",,,,,,,,,,,,,,
A Kumble,2008-2010,2,-,-,-,-,-,-,-,-,-,-,-,-
(Royal Challengers Bangalore),,,,,,,,,,,,,,
CK Langeveldt,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
B Laughlin,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-
(Rajasthan Royals),,,,,,,,,,,,,,
JB Little,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
(Gujarat Titans),,,,,,,,,,,,,,
OC McCoy,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,-
(Rajasthan Royals),,,,,,,,,,,,,,
VS Malik,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-
(Rajasthan Royals),,,,,,,,,,,,,,
A Manohar,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
(Gujarat Titans),,,,,,,,,,,,,,
M Markande,2018-2024,3,-,-,-,-,-,-,-,-,-,-,-,-
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,
BAW Mendis,2008-2010,2,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
Mohsin Khan,2022-2024,3,-,-,-,-,-,-,-,-,-,-,-,-
(Lucknow Super Giants),,,,,,,,,,,,,,
Mujeeb Ur Rahman,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab),,,,,,,,,,,,,,
M Muralidaran,2008-2014,4,-,-,-,-,-,-,-,-,-,-,-,-
"(Chennai Super Kings, Kochi Tuskers Kerala, Royal Challengers Bangalore)",,,,,,,,,,,,,,
AG Murtaza,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
(Mumbai Indians),,,,,,,,,,,,,,
Mustafizur Rahman,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-
(Sunrisers Hyderabad),,,,,,,,,,,,,,
Y Nagar,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-
(Delhi Daredevils),,,,,,,,,,,,,,
S Narwal,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
T Natarajan,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-
(Sunrisers Hyderabad),,,,,,,,,,,,,,
L Ngidi,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
Noor Ahmad,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
(Gujarat Titans),,,,,,,,,,,,,,
M Ntini,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
IC Pandey,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
MB Parmar,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
MM Patel,2008-2012,2,-,-,-,-,-,-,-,-,-,-,-,-
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,
AUK Pathan,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-
(Royal Challengers Bangalore),,,,,,,,,,,,,,
M Pathirana,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
KMA Paul,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
(Delhi Capitals),,,,,,,,,,,,,,
SM Pollock,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
(Mumbai Indians),,,,,,,,,,,,,,
RW Price,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-
(Mumbai Indians),,,,,,,,,,,,,,
Y Prithvi Raj,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
K Rabada,2017-2024,3,-,-,-,-,-,-,-,-,-,-,-,-
"(Delhi Capitals, Delhi Daredevils, Punjab Kings)",,,,,,,,,,,,,,
AS Rajpoot,2016-2018,5,-,-,-,-,-,-,-,-,-,-,-,-
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,
DS Rathi,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-
(Lucknow Super Giants),,,,,,,,,,,,,,
M Rawat,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
(Rajasthan Royals),,,,,,,,,,,,,,
KAJ Roach,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
(Deccan Chargers),,,,,,,,,,,,,,
JE Root,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
(Rajasthan Royals),,,,,,,,,,,,,,
SE Rutherford,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-
(Gujarat Titans),,,,,,,,,,,,,,
Sachin Baby,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-
(Royal Challengers Bangalore),,,,,,,,,,,,,,
NA Saini,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
(Royal Challengers Bangalore),,,,,,,,,,,,,,
R Sai Kishore,2022-2025,2,-,-,-,-,-,-,-,-,-,-,-,-
(Gujarat Titans),,,,,,,,,,,,,,
C Sakariya,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
S Sandeep Warrier,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
MJ Santner,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
KR Sen,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
(Rajasthan Royals),,,,,,,,,,,,,,
PR Shah,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
(Mumbai Indians),,,,,,,,,,,,,,
AR Sharma,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
(Punjab Kings),,,,,,,,,,,,,,
Shoaib Akhtar,2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,-
(Kolkata Knight Riders),,,,,,,,,,,,,,
VRV Singh,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab),,,,,,,,,,,,,,
TG Southee,2016-2023,3,-,-,-,-,-,-,-,-,-,-,-,-
"(Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,
S Sreesanth,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab),,,,,,,,,,,,,,
SJ Srivastava,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab),,,,,,,,,,,,,,
B Stanlake,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-
(Sunrisers Hyderabad),,,,,,,,,,,,,,
J Suchith,2015-2016,2,-,-,-,-,-,-,-,-,-,-,-,-
(Mumbai Indians),,,,,,,,,,,,,,
Suyash Sharma,2023-2025,10,-,-,-,-,-,-,-,-,-,-,-,-
"(Kolkata Knight Riders, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
J Syed Mohammad,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-
(Royal Challengers Bangalore),,,,,,,,,,,,,,
PV Tambe,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-
(Gujarat Lions),,,,,,,,,,,,,,
Yash Thakur,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-
(Lucknow Super Giants),,,,,,,,,,,,,,
M Theekshana,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
J Theron,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab),,,,,,,,,,,,,,
O Thomas,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
(Rajasthan Royals),,,,,,,,,,,,,,
N Thushara,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
(Mumbai Indians),,,,,,,,,,,,,,
AJ Tye,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab),,,,,,,,,,,,,,
Umran Malik,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
(Sunrisers Hyderabad),,,,,,,,,,,,,,
S Vidyut,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
(Chennai Super Kings),,,,,,,,,,,,,,
GC Viljoen,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab),,,,,,,,,,,,,,
Yash Dayal,2022-2025,3,-,-,-,-,-,-,-,-,-,-,-,-
"(Gujarat Titans, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
A Zampa,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-
(Rising Pune Supergiants),,,,,,,,,,,,,,
Zeeshan Ansari,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-
(Sunrisers Hyderabad),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,venue Hyderabad,,,,,,,,,
Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
DA Warner,2012-2023,32,32,7,1623,126,64.92,1011,160.53,3,15,1,151,72
"(Delhi Capitals, Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,
S Dhawan,2008-2023,47,47,7,1477,99*,36.92,1189,124.22,0,10,0,166,33
"(Deccan Chargers, Delhi Capitals, Delhi Daredevils, Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,
H Klaasen,2023-2025,17,15,4,614,104,55.81,336,182.73,1,2,0,50,34
(Sunrisers Hyderabad),,,,,,,,,,,,,,
RG Sharma,2008-2025,19,19,4,590,76*,39.33,411,143.55,0,5,0,62,24
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,
Abhishek Sharma,2019-2025,19,19,2,521,141,30.64,255,204.31,1,3,1,51,37
(Sunrisers Hyderabad),,,,,,,,,,,,,,
KS Williamson,2016-2019,18,18,3,508,89,33.86,367,138.41,0,4,1,41,18
(Sunrisers Hyderabad),,,,,,,,,,,,,,
V Kohli,2008-2024,11,11,1,486,100,48.6,363,133.88,1,3,0,43,19
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
TM Head,2017-2025,12,12,1,459,89*,41.72,253,181.42,0,5,2,54,24
"(Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,
MC Henriques,2013-2017,21,19,4,409,57,27.26,324,126.23,0,3,2,39,12
"(Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,
JM Bairstow,2019-2019,6,6,2,357,114,89.25,212,168.39,1,2,0,36,16
(Sunrisers Hyderabad),,,,,,,,,,,,,,
SV Samson,2013-2025,8,8,2,353,102*,58.83,235,150.21,1,2,1,28,16
"(Delhi Daredevils, Rajasthan Royals)",,,,,,,,,,,,,,
MK Pandey,2011-2023,17,15,1,352,54,25.14,327,107.64,0,1,1,25,6
"(Delhi Capitals, Kolkata Knight Riders, Pune Warriors, Sunrisers Hyderabad)",,,,,,,,,,,,,,
YK Pathan,2008-2019,18,15,8,351,61,50.14,229,153.27,0,1,1,20,22
"(Kolkata Knight Riders, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,
NV Ojha,2011-2018,25,18,5,343,79*,26.38,257,133.46,0,2,1,17,23
"(Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,
PA Patel,2008-2019,18,18,3,314,51*,20.93,276,113.76,0,1,0,42,3
"(Chennai Super Kings, Deccan Chargers, Mumbai Indians, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,
AT Rayudu,2011-2019,9,8,2,280,79,46.66,207,135.26,0,3,0,26,8
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,
SK Raina,2008-2019,8,8,3,276,99*,55.2,198,139.39,0,3,0,24,12
"(Chennai Super Kings, Gujarat Lions)",,,,,,,,,,,,,,
KL Rahul,2014-2024,10,8,1,257,79,36.71,205,125.36,0,2,0,21,9
"(Kings XI Punjab, Lucknow Super Giants, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,
Ishan Kishan,2018-2025,10,10,2,254,106*,31.75,172,147.67,1,0,1,26,12
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,
JP Duminy,2011-2016,9,8,1,250,74,35.71,202,123.76,0,2,0,12,11
"(Deccan Chargers, Delhi Daredevils)",,,,,,,,,,,,,,
KC Sangakkara,2008-2013,16,16,0,250,44,15.62,249,100.4,0,0,2,28,1
"(Deccan Chargers, Kings XI Punjab, Sunrisers Hyderabad)",,,,,,,,,,,,,,
AK Markram,2023-2025,10,10,2,249,50,31.12,199,125.12,0,1,0,20,4
"(Lucknow Super Giants, Sunrisers Hyderabad)",,,,,,,,,,,,,,
MA Agarwal,2011-2024,12,12,0,247,49,20.58,212,116.5,0,0,0,26,3
"(Delhi Daredevils, Kings XI Punjab, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,
F du Plessis,2015-2024,7,7,0,241,71,34.42,159,151.57,0,1,0,24,9
"(Chennai Super Kings, Rising Pune Supergiants, Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
K Nitish Kumar Reddy,2023-2025,11,8,2,235,76*,39.16,171,137.42,0,1,0,14,14
(Sunrisers Hyderabad),,,,,,,,,,,,,,
V Sehwag,2008-2014,5,5,1,229,119,57.25,118,194.06,1,1,0,25,12
"(Delhi Daredevils, Kings XI Punjab)",,,,,,,,,,,,,,
SS Iyer,2017-2025,4,4,1,221,82,73.66,143,154.54,0,2,0,19,10
"(Delhi Capitals, Delhi Daredevils, Punjab Kings)",,,,,,,,,,,,,,
Y Venugopal Rao,2008-2014,9,7,1,218,71*,36.33,173,126.01,0,2,0,15,12
"(Deccan Chargers, Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,
RV Uthappa,2008-2018,7,7,0,208,53,29.71,170,122.35,0,1,0,17,9
"(Kolkata Knight Riders, Mumbai Indians, Pune Warriors)",,,,,,,,,,,,,,
RA Tripathi,2017-2024,12,11,1,205,74*,20.5,155,132.25,0,1,1,26,7
"(Rajasthan Royals, Rising Pune Supergiant, Sunrisers Hyderabad)",,,,,,,,,,,,,,
AC Gilchrist,2008-2013,9,9,0,202,61,22.44,173,116.76,0,1,0,23,6
"(Deccan Chargers, Kings XI Punjab)",,,,,,,,,,,,,,
AM Rahane,2012-2024,8,8,0,202,70,25.25,187,108.02,0,1,1,14,6
"(Chennai Super Kings, Rajasthan Royals, Rising Pune Supergiant, Rising Pune Supergiants)",,,,,,,,,,,,,,
DB Ravi Teja,2008-2013,12,11,2,199,40,22.11,161,123.6,0,0,0,19,5
"(Deccan Chargers, Sunrisers Hyderabad)",,,,,,,,,,,,,,
M Vohra,2013-2018,6,6,0,195,95,32.5,119,163.86,0,1,1,19,9
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,
EJG Morgan,2011-2017,11,11,1,192,51,19.2,173,110.98,0,1,1,10,10
"(Kings XI Punjab, Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,
N Pooran,2019-2025,4,4,2,183,70,91.5,75,244,0,1,0,17,13
"(Kings XI Punjab, Lucknow Super Giants)",,,,,,,,,,,,,,
Yuvraj Singh,2008-2017,13,12,1,179,62,16.27,159,112.57,0,1,1,16,7
"(Kings XI Punjab, Pune Warriors, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,
DA Miller,2012-2025,7,7,4,175,89*,58.33,121,144.62,0,1,0,10,10
"(Kings XI Punjab, Lucknow Super Giants)",,,,,,,,,,,,,,
A Symonds,2008-2011,3,3,2,173,117*,173,99,174.74,1,0,0,17,8
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,
GH Vihari,2013-2015,9,9,2,173,46,24.71,183,94.53,0,0,0,13,0
(Sunrisers Hyderabad),,,,,,,,,,,,,,
SR Watson,2008-2019,8,8,0,172,80,21.5,162,106.17,0,1,0,14,7
"(Chennai Super Kings, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,
AJ Finch,2011-2018,8,8,2,169,68,28.16,155,109.03,0,2,1,14,4
"(Delhi Daredevils, Gujarat Lions, Kings XI Punjab, Sunrisers Hyderabad)",,,,,,,,,,,,,,
DJ Hooda,2016-2024,20,15,4,165,32*,15,159,103.77,0,0,0,9,3
"(Lucknow Super Giants, Sunrisers Hyderabad)",,,,,,,,,,,,,,
G Gambhir,2008-2017,6,6,1,164,90*,32.8,129,127.13,0,1,0,21,2
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,
CL White,2008-2013,12,12,1,153,65,13.9,161,95.03,0,1,1,12,4
"(Deccan Chargers, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,
PA Reddy,2012-2013,7,7,0,149,42,21.28,136,109.55,0,0,0,13,2
"(Deccan Chargers, Sunrisers Hyderabad)",,,,,,,,,,,,,,
KH Pandya,2016-2024,7,6,1,148,49*,29.6,117,126.49,0,0,0,8,7
"(Lucknow Super Giants, Mumbai Indians)",,,,,,,,,,,,,,
KA Pollard,2011-2019,9,8,4,147,46*,36.75,113,130.08,0,0,1,9,10
(Mumbai Indians),,,,,,,,,,,,,,
SE Marsh,2008-2016,4,3,1,146,84*,73,116,125.86,0,1,0,17,3
(Kings XI Punjab),,,,,,,,,,,,,,
Abdul Samad,2023-2025,12,7,4,142,37*,47.33,109,130.27,0,0,0,9,9
"(Lucknow Super Giants, Sunrisers Hyderabad)",,,,,,,,,,,,,,
CH Gayle,2012-2019,7,7,0,136,35,19.42,88,154.54,0,0,0,12,10
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,
MS Dhoni,2008-2024,9,9,2,135,37,19.28,104,129.8,0,0,0,13,4
"(Chennai Super Kings, Rising Pune Supergiant, Rising Pune Supergiants)",,,,,,,,,,,,,,
WP Saha,2008-2019,11,9,1,133,54,16.62,95,140,0,1,1,16,4
"(Kings XI Punjab, Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,
Mandeep Singh,2012-2018,5,5,1,131,75,32.75,101,129.7,0,1,0,15,3
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,
SPD Smith,2016-2019,4,3,1,131,51,65.5,125,104.8,0,1,0,9,2
"(Rajasthan Royals, Rising Pune Supergiant, Rising Pune Supergiants)",,,,,,,,,,,,,,
DT Christian,2011-2018,10,10,3,130,30,18.57,101,128.71,0,0,1,8,5
"(Deccan Chargers, Delhi Daredevils, Rising Pune Supergiant)",,,,,,,,,,,,,,
Prabhsimran Singh,2019-2025,4,4,0,129,71,32.25,86,150,0,1,1,15,6
"(Kings XI Punjab, Punjab Kings)",,,,,,,,,,,,,,
Q de Kock,2013-2024,6,6,0,123,44,20.5,94,130.85,0,0,1,9,8
"(Delhi Daredevils, Lucknow Super Giants, Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,
R Dravid,2008-2013,4,4,0,123,39,30.75,116,106.03,0,0,0,12,2
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,
SC Ganguly,2008-2011,2,2,1,123,91,123,89,138.2,0,1,0,14,6
"(Kolkata Knight Riders, Pune Warriors)",,,,,,,,,,,,,,
YBK Jaiswal,2023-2025,3,3,0,122,67,40.66,82,148.78,0,2,0,16,2
(Rajasthan Royals),,,,,,,,,,,,,,
LMP Simmons,2014-2017,4,4,0,120,68,30,107,112.14,0,1,0,9,6
(Mumbai Indians),,,,,,,,,,,,,,
B Chipli,2011-2011,7,7,3,118,61*,29.5,87,135.63,0,1,0,13,3
(Deccan Chargers),,,,,,,,,,,,,,
CA Lynn,2012-2019,3,3,0,112,55,37.33,99,113.13,0,2,0,9,4
"(Deccan Chargers, Kolkata Knight Riders)",,,,,,,,,,,,,,
Shakib Al Hasan,2014-2018,9,5,0,109,35,21.8,99,110.1,0,0,0,13,1
"(Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,
AR Patel,2014-2023,6,5,2,106,36*,35.33,85,124.7,0,0,0,8,3
"(Delhi Capitals, Kings XI Punjab)",,,,,,,,,,,,,,
NLTC Perera,2013-2016,9,6,2,104,30,26,73,142.46,0,0,0,5,6
"(Rising Pune Supergiants, Sunrisers Hyderabad)",,,,,,,,,,,,,,
NT Tilak Varma,2023-2025,3,3,1,103,64,51.5,53,194.33,0,1,0,4,10
(Mumbai Indians),,,,,,,,,,,,,,
V Shankar,2017-2019,9,8,3,102,35,20.4,70,145.71,0,0,0,4,5
"(Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,
C Green,2023-2024,2,2,2,101,64*,-,60,168.33,0,1,0,11,2
"(Mumbai Indians, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
DR Smith,2013-2017,4,4,0,97,38,24.25,95,102.1,0,0,0,10,4
"(Chennai Super Kings, Gujarat Lions, Mumbai Indians)",,,,,,,,,,,,,,
SA Yadav,2014-2025,7,5,1,97,40*,24.25,78,124.35,0,0,0,9,4
"(Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,
DJ Hussey,2008-2013,3,3,1,95,57*,47.5,69,137.68,0,1,0,6,5
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,
RR Pant,2016-2025,5,5,1,95,39*,23.75,80,118.75,0,0,1,6,4
"(Delhi Capitals, Delhi Daredevils, Lucknow Super Giants)",,,,,,,,,,,,,,
A Ashish Reddy,2012-2016,15,11,4,93,17,13.28,77,120.77,0,0,0,8,2
"(Deccan Chargers, Sunrisers Hyderabad)",,,,,,,,,,,,,,
RA Jadeja,2008-2024,8,7,5,93,31*,46.5,82,113.41,0,0,0,9,0
"(Chennai Super Kings, Gujarat Lions, Rajasthan Royals)",,,,,,,,,,,,,,
DJ Bravo,2008-2019,6,4,1,88,30,29.33,72,122.22,0,0,0,6,3
"(Chennai Super Kings, Gujarat Lions, Mumbai Indians)",,,,,,,,,,,,,,
C de Grandhomme,2017-2019,3,3,0,88,37,29.33,76,115.78,0,0,0,5,5
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,
R Parag,2023-2025,3,3,0,88,77,29.33,57,154.38,0,1,0,10,4
(Rajasthan Royals),,,,,,,,,,,,,,
AB de Villiers,2011-2019,7,7,0,86,47,12.28,78,110.25,0,0,2,5,3
(Royal Challengers Bangalore),,,,,,,,,,,,,,
SO Hetmyer,2019-2025,4,4,1,86,42,28.66,57,150.87,0,0,0,3,7
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,
KV Sharma,2013-2024,21,10,4,86,39*,14.33,83,103.61,0,0,0,5,2
"(Chennai Super Kings, Mumbai Indians, Royal Challengers Bangalore, Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,
JH Kallis,2008-2013,3,3,0,85,31,28.33,85,100,0,0,0,12,0
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,
Washington Sundar,2017-2025,7,6,2,85,49,21.25,59,144.06,0,0,1,10,2
"(Gujarat Titans, Rising Pune Supergiant, Sunrisers Hyderabad)",,,,,,,,,,,,,,
MR Marsh,2011-2025,5,3,0,84,52,28,49,171.42,0,1,0,12,3
"(Delhi Capitals, Lucknow Super Giants, Pune Warriors, Rising Pune Supergiants)",,,,,,,,,,,,,,
DJG Sammy,2013-2014,7,7,4,83,23,27.66,75,110.66,0,0,0,1,6
(Sunrisers Hyderabad),,,,,,,,,,,,,,
HH Pandya,2015-2025,8,6,0,81,24,13.5,82,98.78,0,0,0,2,4
(Mumbai Indians),,,,,,,,,,,,,,
PC Valthaty,2011-2013,2,2,0,81,75,40.5,64,126.56,0,1,0,8,5
(Kings XI Punjab),,,,,,,,,,,,,,
N Rana,2017-2025,5,5,0,80,42,16,66,121.21,0,0,0,9,3
"(Kolkata Knight Riders, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,
KD Karthik,2008-2024,9,8,2,78,30,13,76,102.63,0,0,2,6,1
